Gender,Major,Program,GPA
Male,B.Tech,CND,7.300737253734119
Male,B.Tech,CSE,6.60240412297024
Male,MS,CSE,6.905148716109641
Male,B.Tech,ECE,6.61571291794644
Male,B.Tech,ECE,5.630482518265493
Male,B.Tech,CSE,6.450234602053306
Male,B.Tech,ECE,8.205276340348577
Male,B.Tech,CSE,7.274692536448601
Male,B.Tech,CSE,6.052206791273518
Female,MS,CSE,7.743321398098058
Male,B.Tech,CSE,7.456894678964839
Female,MS,CHD,7.596274689619115
Male,PhD,CND,9.215765763759714
Female,PhD,ECE,7.933701422708256
Female,MS,CHD,7.306468639575735
Female,B.Tech,ECE,6.516992199349747
Male,B.Tech,CSE,6.823923720641756
Female,B.Tech,ECE,5.911130185192079
Male,B.Tech,ECE,5.837551194160955
Female,B.Tech,CSE,7.972392137302015
Male,MS,CND,7.065098316609111
Male,B.Tech,ECE,7.894197636656146
Male,B.Tech,ECE,5.884936367932125
Female,MS,CHD,7.911474769914247
Other,MS,ECE,7.034724137326435
Male,B.Tech,ECE,8.604771387454683
Male,PhD,CND,7.240194614837916
Male,MS,CSE,8.135668194318459
Female,B.Tech,CSE,6.51847130761439
Male,MS,ECE,7.723477367254147
Male,B.Tech,CHD,6.768278079667589
Male,B.Tech,CHD,7.848669345943195
Male,MS,ECE,7.546844370660372
Male,B.Tech,CSE,5.799330100610649
Male,B.Tech,CSE,7.693231500484085
Male,PhD,CND,8.478246883709788
Female,B.Tech,ECE,6.4506448970926495
Female,B.Tech,ECE,6.066740963047263
Male,B.Tech,ECE,6.968774990697099
Male,B.Tech,ECE,7.3286409710260685
Female,B.Tech,CSE,9.295658767609277
Female,B.Tech,ECE,8.659777188417106
Male,MS,CSE,8.357717496599996
Male,B.Tech,CND,5.790942491329403
Male,B.Tech,CSE,7.246278771909516
Male,PhD,CND,8.110154805248305
Male,B.Tech,ECE,7.013035881369107
Male,B.Tech,ECE,5.3160852648297965
Male,PhD,CHD,8.468633279980937
Female,MS,ECE,8.00289247806345
Female,B.Tech,CHD,5.907741172052716
Male,B.Tech,CSE,7.4435642845360475
Male,B.Tech,CSE,6.834014327331763
Male,B.Tech,ECE,7.735799473505301
Male,PhD,CND,8.050199683458185
Male,B.Tech,ECE,9.423872507560745
Male,B.Tech,ECE,6.444273721592168
Female,B.Tech,CSE,7.201467851931438
Male,MS,CHD,8.49511038282748
Male,MS,CHD,9.571184019856759
Male,B.Tech,CSE,6.043137918716589
Female,B.Tech,CSE,6.797816708431513
Female,B.Tech,CSE,7.989266025789474
Male,B.Tech,ECE,9.116976826713127
Other,PhD,CSE,7.761474764482169
Male,MS,CND,8.1964667497372
Male,B.Tech,CHD,4.8861606566751
Female,PhD,ECE,8.737003460658533
Male,B.Tech,CSE,6.358612963013377
Male,B.Tech,ECE,7.799825310874086
Female,PhD,CSE,8.660328770352855
Male,B.Tech,ECE,7.484390819839386
Female,B.Tech,ECE,7.43015361908345
Male,B.Tech,CSE,6.410344686392138
Male,B.Tech,ECE,6.629791471730154
Female,MS,CHD,7.5307619419330925
Male,B.Tech,ECE,6.91690610054968
Female,B.Tech,CSE,7.517215373245636
Male,B.Tech,ECE,7.644301715703034
Male,MS,CSE,8.832588204541965
Male,B.Tech,ECE,8.496750051142243
Female,B.Tech,ECE,7.460888745950347
Male,B.Tech,CHD,8.137603098660021
Male,MS,ECE,6.827116033755239
Male,B.Tech,CSE,6.365794095649001
Other,B.Tech,CND,6.186376505282617
Female,B.Tech,CSE,6.219968596166182
Male,B.Tech,CND,8.478716022847058
Male,B.Tech,ECE,6.305962542388385
Male,MS,CND,8.481339021390795
Male,MS,CND,9.221424515629185
Male,PhD,CHD,7.820338942354775
Other,B.Tech,ECE,6.388054195480958
Male,B.Tech,ECE,5.747738256184293
Male,MS,ECE,8.431792823799867
Other,B.Tech,CSE,8.697144352506207
Female,B.Tech,CSE,6.110066037556033
Female,B.Tech,CSE,8.535913916988852
Female,MS,CND,8.155242680625298
Male,B.Tech,CSE,7.066752054337085
Female,B.Tech,CSE,8.572474480386852
Male,B.Tech,CSE,8.14649622195337
Female,B.Tech,CHD,6.606949774089951
Male,B.Tech,CND,8.434389058533716
Male,PhD,CND,7.145660527094467
Female,B.Tech,CSE,7.4755089647791175
Female,B.Tech,ECE,8.14994112978865
Male,PhD,ECE,8.036197899219463
Male,B.Tech,CND,8.606069999910368
Male,MS,CND,6.928564390340155
Female,B.Tech,ECE,7.433575619818991
Male,B.Tech,ECE,6.803798231333135
Male,B.Tech,CSE,5.955302310648758
Male,MS,ECE,8.03158423913055
Male,B.Tech,ECE,5.683009294695137
Female,MS,CND,7.906876382342085
Male,B.Tech,ECE,7.729791657324342
Male,B.Tech,CSE,4.846399245664297
Male,B.Tech,CHD,6.25584041274073
Female,B.Tech,CSE,7.749588974581121
Male,B.Tech,ECE,7.779222291464926
Male,B.Tech,ECE,8.488335786937771
Female,PhD,CSE,8.38663085353932
Male,B.Tech,CSE,6.65126289449122
Male,B.Tech,ECE,8.386971619801766
Male,B.Tech,CSE,6.096554658562421
Male,MS,CSE,8.103300920394542
Female,B.Tech,ECE,6.573296439526537
Male,B.Tech,ECE,5.814206421198437
Male,PhD,ECE,7.865465060479808
Male,B.Tech,CND,8.161545309293802
Male,PhD,ECE,9.052792797549396
Female,B.Tech,ECE,5.902364745901591
Female,PhD,ECE,8.625676972764037
Male,B.Tech,ECE,6.667770431893729
Male,B.Tech,CSE,7.032808133750331
Female,B.Tech,CSE,7.92521835197819
Male,B.Tech,CND,6.002882279434392
Female,MS,CSE,8.450869609315644
Female,MS,CSE,8.789122581038425
Female,B.Tech,CSE,6.202500683150262
Male,B.Tech,CSE,8.610855591933264
Female,B.Tech,ECE,6.372443943866549
Male,B.Tech,CSE,7.3221986139162745
Male,B.Tech,CHD,9.18627227911354
Female,B.Tech,CND,5.987324333797012
Male,B.Tech,ECE,6.845109482135179
Male,MS,ECE,8.29275300064066
Male,B.Tech,ECE,8.002854711485146
Male,B.Tech,CSE,5.819320138872677
Female,B.Tech,ECE,6.929594886747951
Female,PhD,CSE,9.589474065504369
Female,B.Tech,ECE,8.012143059283376
Female,B.Tech,CSE,6.488953426364264
Male,B.Tech,ECE,6.158531279220089
Female,B.Tech,ECE,4.825096658465704
Male,PhD,CHD,8.809862710335764
Male,B.Tech,ECE,6.683600518488624
Female,B.Tech,CSE,6.989639925338936
Male,MS,CHD,9.252013590769188
Male,B.Tech,CHD,6.593999948291699
Male,MS,ECE,7.784808204625537
Male,B.Tech,CND,4.768163437780431
Male,B.Tech,CND,8.165266901154583
Male,B.Tech,CND,8.388784343356164
Male,B.Tech,ECE,8.060150831300883
Male,B.Tech,CSE,7.051578376677329
Male,B.Tech,CHD,7.680557408337777
Female,B.Tech,CND,5.842594878390483
Male,B.Tech,CHD,6.889369394430179
Male,B.Tech,CSE,6.183491110570809
Male,MS,CSE,7.995772926206592
Female,B.Tech,CSE,6.965867569661761
Male,B.Tech,CND,6.087108428022898
Male,B.Tech,CSE,6.891927637185833
Male,MS,ECE,7.432175682925612
Female,B.Tech,CHD,7.206940146695183
Male,B.Tech,ECE,7.03336150560874
Female,B.Tech,CSE,7.682563650310686
Male,B.Tech,CHD,6.61640928498433
Female,MS,ECE,7.716290174172814
Male,PhD,CHD,8.665309287129887
Female,B.Tech,CND,5.289476646775779
Male,MS,CND,8.038119753679544
Male,B.Tech,CSE,7.374541510665679
Male,B.Tech,CND,7.7167743650070255
Female,B.Tech,CND,7.979957735685113
Male,PhD,CND,8.789037430738315
Male,B.Tech,ECE,7.102888026169227
Male,B.Tech,ECE,7.309298240665448
Male,B.Tech,CSE,6.435647088432126
Male,B.Tech,ECE,6.167274795563944
Female,B.Tech,ECE,7.945703276070006
Male,B.Tech,ECE,6.223157048594281
Female,B.Tech,CSE,7.866093189893777
Male,PhD,CND,8.430794183083547
Male,B.Tech,ECE,8.935159080188559
Male,MS,CSE,8.313229185839598
Male,B.Tech,ECE,7.357283854153153
Male,MS,CSE,9.320624411404818
Female,B.Tech,CSE,9.085138451653796
Male,B.Tech,CSE,7.146544411845983
Male,B.Tech,CHD,6.958272611961024
Other,B.Tech,CSE,6.352010344941113
Female,MS,CHD,8.323596666210035
Male,B.Tech,CSE,7.953939402944034
Male,MS,ECE,8.300833576671842
Male,MS,CSE,7.689035059330155
Male,B.Tech,CSE,8.617464693620546
Female,B.Tech,CND,6.24377756793936
Male,B.Tech,ECE,7.815079332653986
Male,B.Tech,CHD,6.722432520946426
Male,B.Tech,ECE,7.12350576871696
Male,B.Tech,CSE,7.48609147058422
Male,B.Tech,ECE,7.101520081454659
Male,PhD,CND,8.674697971726461
Male,MS,ECE,7.267238834374554
Male,B.Tech,CSE,6.633897989832367
Male,B.Tech,ECE,7.239140587194404
Male,B.Tech,CSE,8.492360034281258
Male,B.Tech,CSE,6.940217396391338
Female,MS,CSE,8.079924643383782
Male,B.Tech,ECE,4.970277862801833
Male,B.Tech,CSE,7.191232668866381
Male,B.Tech,ECE,8.004822216024728
Male,B.Tech,CSE,8.14035669481998
Female,B.Tech,ECE,8.39166160584544
Male,B.Tech,CSE,6.364402233171123
Male,B.Tech,ECE,8.505816400358075
Male,PhD,ECE,8.382622819021089
Male,MS,CHD,8.627247860226955
Female,MS,CSE,6.160935275914998
Male,B.Tech,CHD,7.228509326844244
Other,B.Tech,ECE,6.868851704424234
Male,B.Tech,CSE,8.50452935586274
Male,MS,ECE,8.397642041533377
Female,B.Tech,ECE,5.969963629710846
Female,B.Tech,ECE,5.676364411750387
Male,B.Tech,ECE,7.379543647870669
Male,B.Tech,ECE,6.45043427323367
Female,MS,CSE,8.406119402122082
Female,MS,CSE,7.965490436056701
Male,B.Tech,CHD,6.874362600172096
Male,B.Tech,CND,8.301997475297876
Female,B.Tech,CHD,5.85030562497437
Female,B.Tech,ECE,7.56321212025894
Female,B.Tech,ECE,6.506075497628145
Female,B.Tech,CHD,7.336440212088966
Male,B.Tech,CSE,7.500324039382873
Male,B.Tech,CSE,6.957754509846306
Female,MS,CSE,8.70649045121115
Female,B.Tech,CSE,5.943750972477517
Male,B.Tech,CSE,6.993375989442507
Male,MS,CHD,8.10248653607097
Female,B.Tech,ECE,6.233764705588241
Male,B.Tech,CND,6.943542030222826
Female,MS,ECE,6.8064115736310935
Male,B.Tech,ECE,7.572980893332924
Female,MS,ECE,7.044573217068535
Female,B.Tech,CND,5.682759300887515
Male,B.Tech,ECE,6.724686587291293
Other,B.Tech,CSE,6.827155056460299
Female,B.Tech,CSE,6.186845745335179
Male,B.Tech,CSE,6.4696847364854815
Male,MS,CSE,7.078468156732683
Male,MS,ECE,9.04278370923769
Male,PhD,ECE,9.37729370932729
Male,B.Tech,CHD,5.818111702642865
Male,B.Tech,CSE,8.093194992428636
Male,MS,CSE,6.785703219510523
Male,MS,CSE,7.319849061048117
Male,PhD,CSE,8.256890867467835
Male,B.Tech,CSE,7.333481215067609
Male,B.Tech,CSE,7.507696472072108
Male,B.Tech,CND,8.559043195593608
Male,PhD,ECE,8.42067461493481
Female,B.Tech,ECE,6.080494351463052
Female,B.Tech,CHD,6.018173309441172
Male,B.Tech,ECE,7.425534519174093
Male,B.Tech,CSE,6.66612934796822
Male,B.Tech,ECE,7.633138946815256
Female,B.Tech,ECE,7.718369629738621
Male,MS,CSE,6.711812358201401
Female,B.Tech,ECE,8.561957140714748
Female,B.Tech,CHD,5.326051819449877
Male,MS,CND,7.740201676496015
Female,B.Tech,CSE,7.883160167498173
Male,B.Tech,CSE,7.353644758609533
Female,B.Tech,CSE,5.694155885568155
Male,B.Tech,CSE,6.98459636320318
Male,B.Tech,CSE,5.027689262851137
Male,B.Tech,CND,9.11468393123969
Male,MS,CSE,7.210339614227621
Male,MS,CHD,8.746861051596326
Female,MS,CND,7.491616944293556
Female,PhD,CSE,8.182820925389484
Female,MS,CSE,7.861621734005345
Male,MS,CSE,8.398353567449881
Male,B.Tech,CSE,8.872419467250216
Male,B.Tech,CND,6.168504326311126
Female,MS,CSE,8.184762694253525
Female,B.Tech,CHD,6.874894841364768
Female,B.Tech,ECE,5.930573406010812
Male,B.Tech,CSE,6.0757543162843
Female,B.Tech,CHD,7.569039996468929
Male,B.Tech,CSE,8.001655191645966
Other,B.Tech,ECE,7.614627072145913
Male,PhD,CHD,7.956140665390858
Male,B.Tech,CSE,8.04471057005746
Male,B.Tech,ECE,7.898430951306164
Male,PhD,CND,8.461693109401233
Male,B.Tech,CSE,7.316444673656489
Male,PhD,ECE,7.956024247233467
Male,B.Tech,CSE,6.317110475215159
Female,B.Tech,CSE,8.50910486601152
Male,B.Tech,ECE,7.190677468504462
Male,B.Tech,ECE,7.621060797180317
Female,B.Tech,CSE,7.778242115645493
Female,B.Tech,CSE,7.604454886700632
Female,B.Tech,CND,6.76136326196176
Male,B.Tech,CSE,6.508998392449023
Female,PhD,ECE,7.752695411913911
Female,PhD,CSE,8.574277990907827
Female,B.Tech,CSE,6.428145887834447
Male,B.Tech,ECE,6.832936816246394
Male,B.Tech,ECE,7.314714173101757
Female,PhD,CND,8.676321129834166
Male,B.Tech,CSE,7.2846159822234595
Female,B.Tech,ECE,5.753682461043178
Male,B.Tech,CHD,6.4626424357297285
Male,B.Tech,CSE,7.31366996727442
Female,B.Tech,ECE,6.092458414478125
Male,B.Tech,CSE,6.476389696797819
Male,MS,CSE,8.351156073594082
Female,B.Tech,CSE,7.06219210846316
Male,PhD,ECE,8.363461644532592
Male,B.Tech,ECE,5.7481910392248725
Male,B.Tech,ECE,7.013770286349445
Male,B.Tech,ECE,7.358812830200597
Female,B.Tech,CSE,5.935629135272636
Female,B.Tech,CSE,6.377274921970287
Other,MS,CHD,7.721864041865049
Female,MS,ECE,8.462851046062596
Male,B.Tech,CND,7.721352859882682
Female,B.Tech,ECE,4.592443900642466
Male,B.Tech,CSE,6.509141175990582
Male,B.Tech,CHD,5.712725393700653
Male,MS,ECE,6.599804162663062
Male,B.Tech,ECE,8.720880051476984
Male,B.Tech,CSE,6.481433234722598
Male,B.Tech,CSE,6.874265525843651
Male,B.Tech,ECE,7.866307988370578
Male,PhD,CND,8.357165536822636
Female,B.Tech,ECE,6.470561999226893
Female,B.Tech,ECE,6.434900953292983
Female,B.Tech,ECE,6.095956839290881
Male,B.Tech,CSE,8.039524179027696
Male,B.Tech,ECE,8.43213117188
Male,PhD,CND,8.553615481175168
Male,B.Tech,CND,7.0193395154387614
Male,B.Tech,CND,8.256523178332364
Male,B.Tech,ECE,7.281249944143755
Male,MS,CSE,8.502380182555141
Female,MS,CHD,8.000901600515645
Male,B.Tech,CHD,7.874804182030774
Male,PhD,CSE,7.875581022330289
Female,B.Tech,CSE,7.692088794761869
Female,B.Tech,ECE,5.989480809596029
Female,MS,CHD,7.582959120311562
Male,B.Tech,ECE,8.413732024788638
Male,B.Tech,CSE,6.604251276489681
Female,B.Tech,CND,7.700274693464716
Male,B.Tech,ECE,5.933083739852419
Male,B.Tech,CND,8.702175559391891
Female,MS,ECE,6.6281546178997885
Female,B.Tech,CND,6.405566093216372
Male,B.Tech,CSE,6.13364153438664
Male,B.Tech,ECE,6.385835546598311
Male,B.Tech,CSE,7.3860197153159035
Male,B.Tech,ECE,6.657649402257737
Male,PhD,CSE,8.351610058121917
Male,B.Tech,CSE,6.938592211689495
Male,B.Tech,ECE,7.519382568607494
Male,B.Tech,CSE,7.20959712814082
Female,MS,CND,8.562310274162328
Male,B.Tech,ECE,7.639963815051062
Female,PhD,CHD,9.246758314064671
Male,B.Tech,CSE,6.770824375034532
Female,B.Tech,CHD,5.3039971817743625
Female,B.Tech,CHD,6.703275586541897
Male,B.Tech,ECE,5.74767854982194
Male,B.Tech,ECE,7.062966618351855
Male,B.Tech,ECE,6.0027348183924305
Male,B.Tech,CSE,7.4769016866299784
Male,B.Tech,ECE,6.835897590987881
Male,B.Tech,ECE,4.0
Male,B.Tech,CSE,6.537553501333737
Female,MS,CND,8.47074374183787
Male,B.Tech,ECE,7.942396482772545
Male,B.Tech,ECE,7.027468995400158
Male,B.Tech,CSE,6.289597973768559
Female,B.Tech,CSE,7.401530698335455
Female,B.Tech,CSE,6.862284694887042
Male,B.Tech,CSE,7.412228444279374
Male,B.Tech,ECE,7.489223531867317
Male,MS,ECE,7.551023379358765
Male,MS,CSE,8.762990172545685
Male,MS,ECE,8.574547990012295
Male,MS,ECE,7.1971926381666815
Female,MS,ECE,8.049000912464312
Female,B.Tech,CHD,8.336036889486484
Female,B.Tech,CSE,7.5125763880458
Male,B.Tech,CSE,7.90792727662301
Male,MS,CND,7.876521127741219
Female,B.Tech,ECE,7.669703762857805
Male,B.Tech,ECE,6.744370961944935
Male,MS,CSE,9.13092860373072
Male,B.Tech,CHD,7.051468631307355
Male,B.Tech,ECE,7.588175696143473
Male,B.Tech,ECE,7.25743773042505
Female,B.Tech,CSE,6.570201126608239
Male,B.Tech,CSE,6.048252695891929
Female,B.Tech,CHD,7.446590661453517
Male,B.Tech,CSE,7.837720812110645
Male,MS,CHD,9.397294717883138
Female,B.Tech,CHD,8.076240963968534
Male,MS,CND,9.201539181655294
Female,B.Tech,CSE,7.5409015578615
Male,B.Tech,ECE,7.394760427722797
Female,B.Tech,ECE,7.536198748249063
Male,B.Tech,CSE,8.63521883193798
Male,B.Tech,CSE,4.967073747631374
Female,B.Tech,CHD,6.07761626535936
Male,B.Tech,CSE,7.118780888843864
Female,B.Tech,CND,6.272594101466239
Female,B.Tech,CSE,6.839634245825778
Male,MS,CSE,8.232478215060066
Male,MS,CSE,7.79681136726148
Female,B.Tech,CSE,7.336003756560397
Male,B.Tech,CND,6.204026511422739
Male,B.Tech,CSE,6.962975532094013
Male,B.Tech,CSE,5.8956350768171735
Female,MS,CND,8.171144864773817
Male,MS,CHD,8.244298541889538
Male,MS,ECE,8.447939283127688
Male,PhD,CSE,8.512203904665377
Female,B.Tech,ECE,5.447616167069322
Female,B.Tech,CSE,7.565367248965437
Male,PhD,CHD,8.582560374367057
Male,B.Tech,CSE,5.688081915349835
Male,MS,CSE,8.179187793285829
Male,MS,CSE,7.70517053641493
Male,PhD,CND,8.253475509080848
Male,B.Tech,CHD,4.815345981829122
Female,B.Tech,CSE,7.604520168539145
Male,B.Tech,CSE,6.01415411849205
Female,B.Tech,CSE,7.185932889105076
Male,B.Tech,ECE,6.95249720510759
Male,B.Tech,ECE,8.240432862929223
Male,MS,CSE,8.745249269273845
Male,B.Tech,CND,7.199099880220223
Male,B.Tech,ECE,7.508778367658797
Male,B.Tech,CSE,7.929979781070523
Female,B.Tech,CSE,5.569433423288069
Female,B.Tech,ECE,8.716197953828269
Male,B.Tech,CSE,9.479628590689765
Female,MS,CHD,8.948325000026463
Female,B.Tech,ECE,8.436025859310549
Male,B.Tech,ECE,5.850420123444486
Male,B.Tech,CHD,5.903169709124178
Female,MS,CND,6.7001685749264235
Female,B.Tech,CSE,7.730139076195748
Male,B.Tech,ECE,8.375353725893918
Male,B.Tech,ECE,7.21034282473386
Female,B.Tech,ECE,7.1172432798242
Male,B.Tech,ECE,5.5895072969846105
Female,MS,ECE,7.904114870883112
Male,MS,CND,8.968997716421622
Male,B.Tech,CHD,7.751122873001592
Male,B.Tech,CND,6.57059343605624
Male,MS,CSE,8.544368310237118
Female,MS,ECE,8.7306050203879
Male,B.Tech,CND,6.450769793751806
Male,B.Tech,CND,8.228486413994213
Female,B.Tech,CND,6.21219000294346
Male,B.Tech,ECE,6.565232304681923
Male,MS,CND,8.434333948513927
Male,B.Tech,CSE,7.827265513366314
Male,B.Tech,CSE,7.090242591026198
Female,B.Tech,CSE,7.035554916792337
Male,B.Tech,ECE,7.776696830067014
Male,B.Tech,CHD,7.264272195916266
Female,B.Tech,ECE,6.578776998959924
Male,B.Tech,CSE,8.063297389649424
Male,MS,CSE,8.392966567794982
Male,B.Tech,CSE,7.584532245082171
Male,MS,CND,7.876854322483658
Female,MS,CSE,8.185785502888335
Male,B.Tech,CSE,8.078689527700325
Other,B.Tech,CSE,7.538194669311217
Male,B.Tech,CHD,6.496112488087207
Male,B.Tech,CSE,7.386729731056924
Male,MS,CHD,6.739507428268253
Female,PhD,ECE,9.451844300242774
Female,B.Tech,CSE,8.020753637104349
Male,PhD,CHD,7.826206242059571
Male,MS,CND,8.194814568160396
Female,MS,ECE,7.490028513095206
Female,PhD,CHD,9.116707468576017
Male,MS,CSE,7.372213587594488
Female,B.Tech,CND,6.56038742902952
Female,B.Tech,CSE,4.864905251280032
Female,PhD,CND,8.473147384074853
Male,B.Tech,CSE,6.947692406512897
Female,B.Tech,CHD,5.851292544701676
Female,MS,CSE,8.701929573154228
Female,B.Tech,ECE,7.738133525412199
Male,B.Tech,CND,4.07428710569568
Male,MS,CSE,8.499950301692248
Female,B.Tech,ECE,7.034445136296909
Male,B.Tech,CND,7.243073542789203
Male,MS,CHD,7.463473756724314
Male,B.Tech,CND,5.284276775181757
Female,B.Tech,ECE,8.730317898551256
Male,B.Tech,CSE,5.341007419091515
Male,B.Tech,CSE,7.049412936691749
Male,B.Tech,CHD,7.383413964506307
Male,MS,ECE,7.984159922113895
Male,B.Tech,CSE,6.031375837329201
Male,PhD,ECE,8.251868011830435
Female,B.Tech,ECE,5.98161091347969
Female,B.Tech,ECE,5.645616852934554
Female,B.Tech,CND,5.62372590411948
Male,B.Tech,CSE,7.776414453656046
Female,MS,CSE,8.008395955109137
Male,MS,CSE,8.845749960351979
Male,B.Tech,ECE,5.368034683161012
Female,B.Tech,CSE,7.36668802492924
Male,MS,CSE,6.619579807131138
Male,B.Tech,ECE,7.577802893503625
Male,B.Tech,ECE,6.874440908970449
Male,B.Tech,CSE,7.048442022859042
Male,B.Tech,CSE,9.576582185588858
Female,B.Tech,CSE,5.146626682092332
Male,B.Tech,CND,6.621162843059535
Male,B.Tech,CSE,6.529768618119865
Female,B.Tech,ECE,6.515109638975406
Male,B.Tech,ECE,6.407540279407764
Male,B.Tech,CSE,8.235006404881597
Male,MS,CND,6.981423420222405
Female,B.Tech,ECE,6.6856448815152865
Male,B.Tech,ECE,8.323157244479031
Male,B.Tech,ECE,5.036759842569363
Male,MS,CND,8.389852190660251
Female,PhD,CSE,8.54518918341699
Female,B.Tech,ECE,5.852503978056406
Female,B.Tech,ECE,7.920403894013039
Male,B.Tech,CND,5.979716797191548
Male,MS,ECE,7.821553690217251
Female,B.Tech,ECE,7.111759764551448
Male,B.Tech,CSE,7.377651521327672
Female,MS,ECE,7.820107886226477
Female,B.Tech,CSE,7.8401973020565645
Female,B.Tech,CSE,7.084999765602872
Male,B.Tech,ECE,7.709983936644439
Male,B.Tech,ECE,7.94915844157892
Male,B.Tech,ECE,7.631205196862028
Male,MS,CSE,9.199446901550205
Female,B.Tech,CSE,6.308079684890578
Female,B.Tech,CHD,6.122542921516535
Male,B.Tech,ECE,6.833120536205617
Male,B.Tech,CSE,6.3702092677908055
Male,B.Tech,CSE,8.156785997216025
Male,B.Tech,CSE,8.316926814258732
Male,B.Tech,ECE,6.3655247114005125
Male,B.Tech,CSE,6.1866766365473405
Female,MS,ECE,9.239675149016401
Male,MS,CSE,7.323145088026598
Female,MS,CSE,7.434144153981778
Male,B.Tech,ECE,7.5630217380907645
Male,MS,CSE,7.22972073108482
Male,B.Tech,CND,7.382866291416952
Female,B.Tech,ECE,7.238278581009473
Male,MS,CSE,8.365941076271199
Male,B.Tech,CSE,7.794790052846345
Male,B.Tech,ECE,5.707730271752014
Male,B.Tech,ECE,7.28975828076904
Female,B.Tech,CSE,7.261926884154297
Female,PhD,CND,7.8935019728861775
Male,B.Tech,CHD,5.919381762750268
Male,B.Tech,ECE,7.232070112547861
Female,MS,ECE,9.047561546393187
Female,B.Tech,ECE,8.05602151063599
Male,B.Tech,CSE,7.697226735339156
Female,B.Tech,CSE,5.462956972408164
Male,MS,CHD,8.254663276914409
Female,MS,ECE,7.656628245324608
Female,B.Tech,CND,7.141970769527417
Female,B.Tech,CND,6.681780090031754
Male,B.Tech,CSE,6.952291320931781
Male,PhD,CHD,8.54155628351509
Male,MS,CSE,9.893184125690091
Female,PhD,CHD,8.280253381766368
Male,B.Tech,ECE,7.536527969833292
Female,MS,CHD,7.088705094654076
Female,MS,CSE,7.875358314265765
Female,B.Tech,ECE,8.39411243849083
Female,B.Tech,CSE,7.547582800149354
Male,B.Tech,ECE,7.058045160891231
Male,MS,CSE,9.01701816612907
Male,B.Tech,ECE,5.821687692650164
Male,PhD,CHD,7.975402296769002
Male,B.Tech,ECE,6.810425198972009
Male,MS,ECE,8.260541604909557
Female,B.Tech,CSE,6.422464706596129
Male,B.Tech,ECE,6.620764939151581
Male,B.Tech,CSE,7.283836587981594
Male,B.Tech,CSE,7.655604237643574
Male,MS,CHD,7.170231254729828
Male,MS,CSE,8.858162201849652
Female,B.Tech,CSE,7.6445675460482905
Other,B.Tech,CSE,8.689337118827474
Male,B.Tech,CSE,7.064858011891198
Male,PhD,ECE,7.400503301012033
Male,B.Tech,ECE,5.762732021984501
Male,B.Tech,ECE,7.41965741328087
Male,B.Tech,CSE,6.255873119864596
Female,B.Tech,CHD,6.180075988043575
Male,B.Tech,CSE,8.19500167038269
Female,B.Tech,CSE,7.006534895515798
Female,B.Tech,ECE,6.770136367752168
Male,B.Tech,ECE,5.931980912003057
Female,B.Tech,CSE,7.358194439302835
Female,B.Tech,CND,8.963958432823329
Female,B.Tech,CSE,6.42894117971444
Male,PhD,CHD,8.463672247690676
Male,B.Tech,CHD,9.111458976093608
Male,MS,ECE,7.602008702126617
Male,B.Tech,CSE,6.441454096349179
Male,B.Tech,ECE,7.338767895962527
Male,B.Tech,CSE,4.0
Male,B.Tech,CHD,6.759582146087659
Female,B.Tech,ECE,5.930728796497029
Male,PhD,ECE,8.757543750711147
Male,MS,ECE,6.733936187807696
Male,B.Tech,CND,7.607523634505873
Female,MS,CSE,8.33314523093354
Female,MS,CSE,7.36750611607193
Male,B.Tech,CSE,6.365958993100261
Male,B.Tech,ECE,6.427169206529545
Male,B.Tech,CSE,7.125311492449433
Male,B.Tech,CND,7.445902159664918
Male,MS,CSE,7.83043637270388
Male,B.Tech,CSE,6.401397485404688
Male,B.Tech,CSE,6.621616787597891
Male,PhD,CND,8.552326549590708
Male,B.Tech,ECE,6.888607454218663
Male,PhD,CHD,8.493935707687456
Male,B.Tech,ECE,7.274754295780003
Male,B.Tech,CSE,7.228534415425831
Male,B.Tech,CSE,7.54178341151661
Female,B.Tech,CSE,5.9702106302179505
Female,B.Tech,ECE,7.923019400099525
Male,B.Tech,ECE,6.034091973099785
Male,B.Tech,CSE,6.146471443060249
Male,B.Tech,ECE,6.889632242917507
Female,B.Tech,CHD,8.07035462560594
Male,B.Tech,CSE,7.162840270470553
Male,PhD,CND,8.620342582377535
Female,B.Tech,CHD,7.766687200750484
Male,B.Tech,CND,6.617737363843653
Female,B.Tech,CSE,7.741542757392374
Male,PhD,CND,7.427310662100715
Female,B.Tech,CSE,7.552718751198936
Male,MS,ECE,8.815916852775015
Male,B.Tech,ECE,6.232078922615028
Male,MS,CSE,7.214796566153889
Male,B.Tech,CSE,7.053445555700284
Female,B.Tech,CND,7.594513403696495
Male,B.Tech,ECE,8.579668467536996
Male,B.Tech,ECE,6.801113681032673
Female,MS,ECE,8.67301764803761
Female,PhD,CHD,8.565704678317141
Male,PhD,CHD,8.0366013626306
Male,B.Tech,CSE,5.356644483266733
Female,B.Tech,ECE,7.27943106492601
Female,B.Tech,ECE,5.816228768691983
Male,B.Tech,ECE,7.1287399571129875
Male,PhD,ECE,8.122805091690262
Male,B.Tech,CSE,7.374009070599535
Female,B.Tech,ECE,7.514642616729841
Male,B.Tech,CHD,5.975162707005726
Male,B.Tech,ECE,5.3827992186836955
Male,PhD,CND,7.638114493959639
Male,B.Tech,ECE,8.339849478151322
